"R_KD","B_KD","R_SIG_STR.","B_SIG_STR.","R_TOTAL_STR.","B_TOTAL_STR.","R_SUB_ATT","B_SUB_ATT","R_CTRL","B_CTRL","R_HEAD","B_HEAD","R_BODY","B_BODY","R_DISTANCE","B_DISTANCE","win_by","Fight_type","Winner","R_height_cm","R_reach_in_cm","R_stance","R_age","B_height_cm","B_reach_in_cm","B_stance","B_age","R_fighter","B_fighter"
0,1,0.234042553191489,0.629032258064516,0.234042553191489,0.634920634920635,0,0,0,0.0333333333333333,0.0625,0.56,0.5,0.888888888888889,0.234042553191489,0.627118644067797,"KO/TKO","Bantamweight Bout","Sean O'Malley",172.72,175.26,"Orthodox",28,180.34,182.88,"Switch",29,"Raulian Paiva","Sean O'Malley"
1,0,0.363636363636364,0.416666666666667,0.37125748502994,0.426900584795322,0,0,0.783333333333333,0.35,0.337748344370861,0.36734693877551,0.583333333333333,0.692307692307692,0.317880794701987,0.414634146341463,"Decision - Unanimous","Featherweight Bout","Josh Emmett",167.64,177.8,"Orthodox",39,170.18,180.34,"Orthodox",32,"Josh Emmett","Dan Ige"
0,1,0.557251908396947,0.617021276595745,0.624203821656051,0.657142857142857,3,0,5.68333333333333,0.583333333333333,0.484848484848485,0.608695652173913,0.758620689655172,1,0.441860465116279,0.6125,"Submission","Lightweight Bout","Charles Oliveira",177.8,187.96,"Orthodox",34,175.26,182.88,"Southpaw",35,"Charles Oliveira","Dustin Poirier"
1,0,0.435294117647059,0.375912408759124,0.451428571428571,0.380434782608696,0,0,0.166666666666667,0.1,0.3515625,0.329166666666667,0.625,0.565217391304348,0.43452380952381,0.37037037037037,"Decision - Unanimous","Bantamweight Bout","Dominick Cruz",167.64,165.1,"Orthodox",37,172.72,172.72,"Orthodox",39,"Pedro Munhoz","Dominick Cruz"
2,0,0.560975609756098,0.529411764705882,0.560975609756098,0.529411764705882,0,0,0.1,0.1,0.5625,0.4,0.25,0,0.513513513513513,0.529411764705882,"KO/TKO","Flyweight Bout","Kai Kara-France",162.56,175.26,"Orthodox",31,172.72,165.1,"Orthodox",32,"Kai Kara-France","Cody Garbrandt"
0,0,0.527950310559006,0.397379912663755,0.530864197530864,0.397379912663755,0,0,0.05,0.383333333333333,0.503448275862069,0.317948717948718,0.555555555555556,0.705882352941177,0.527950310559006,0.394736842105263,"Decision - Split","Welterweight Bout","Geoff Neal",180.34,190.5,"Southpaw",33,182.88,185.42,"Orthodox",37,"Geoff Neal","Santiago Ponzinibbio"
0,0,0.5,0.230769230769231,0.6,0.230769230769231,2,0,2.3,0,0.428571428571429,0,1,0.6,0.416666666666667,0.25,"Submission","Middleweight Bout","Andre Muniz",185.42,198.12,"Southpaw",34,185.42,190.5,"Southpaw",36,"Andre Muniz","Eryk Anders"
0,0,0.476923076923077,0.485207100591716,0.484848484848485,0.591743119266055,0,0,2.48333333333333,3.43333333333333,0.37037037037037,0.279569892473118,1,0.693548387096774,0.358490566037736,0.290322580645161,"KO/TKO","Bantamweight Bout","Tony Kelley",175.26,185.42,"Switch",29,175.26,177.8,"Switch",37,"Randy Costa","Tony Kelley"
0,1,0.724137931034483,0.653846153846154,0.816326530612245,0.709677419354839,0,0,0.55,1.96666666666667,0.5,0.604651162790698,0.923076923076923,1,0.416666666666667,0.481481481481481,"KO/TKO","Heavyweight Bout","Tai Tuivasa",190.5,195.58,"Orthodox",32,187.96,190.5,"Southpaw",31,"Augusto Sakai","Tai Tuivasa"
0,0,0.816326530612245,0.577777777777778,0.905555555555556,0.717948717948718,7,0,5.61666666666667,4.96666666666667,0.709677419354839,0.484848484848485,1,0.857142857142857,0.583333333333333,0.548387096774194,"Decision - Unanimous","Featherweight Bout","Ryan Hall",177.8,177.8,"Southpaw",39,170.18,175.26,"Orthodox",33,"Ryan Hall","Darrick Minner"
0,1,0.605633802816901,0.677777777777778,0.611111111111111,0.666666666666667,1,0,0.3,0.716666666666667,0.490566037735849,0.584615384615385,1,0.909090909090909,0.590909090909091,0.644736842105263,"KO/TKO","Middleweight Bout","Chris Curtis",187.96,190.5,"Orthodox",28,177.8,190.5,"Orthodox",36,"Brendan Allen","Chris Curtis"
2,0,0.736111111111111,0.392405063291139,0.73972602739726,0.392405063291139,0,0,0.05,0,0.696428571428571,0.311475409836066,0.714285714285714,0.545454545454545,0.736111111111111,0.397435897435897,"KO/TKO","Flyweight Bout","Manel Kape",165.1,172.72,"Southpaw",30,162.56,167.64,"Switch",35,"Manel Kape","Zhalgas Zhumagulov"
1,0,0.391304347826087,0.451388888888889,0.399141630901288,0.463087248322148,0,0,1.38333333333333,0.133333333333333,0.35,0.330188679245283,0.642857142857143,0.777777777777778,0.37962962962963,0.450704225352113,"Decision - Unanimous","Welterweight Bout","Alex Morono",180.34,182.88,"Orthodox",33,187.96,187.96,"Switch",32,"Alex Morono","Mickey Gall"
0,2,0.488524590163934,0.53416149068323,0.551428571428571,0.558139534883721,0,1,2.13333333333333,9.1,0.394957983193277,0.441860465116279,0.791666666666667,0.95,0.467128027681661,0.513698630136986,"Decision - Unanimous","Bantamweight Bout","Jose Aldo",172.72,180.34,"Orthodox",36,170.18,177.8,"Orthodox",37,"Rob Font","Jose Aldo"
0,0,0.51304347826087,0.536585365853659,0.525423728813559,0.536585365853659,0,0,0.233333333333333,0.15,0.319444444444444,0.461538461538462,0.769230769230769,0.733333333333333,0.517543859649123,0.528925619834711,"KO/TKO","Lightweight Bout","Rafael Fiziev",170.18,180.34,"Orthodox",32,172.72,180.34,"Switch",31,"Brad Riddell","Rafael Fiziev"
0,0,0.497695852534562,0.564593301435407,0.551440329218107,0.576036866359447,0,0,0.35,3.3,0.361842105263158,0.455882352941176,0.833333333333333,0.725490196078431,0.473170731707317,0.540106951871658,"Decision - Unanimous","Welterweight Bout","Bryan Barberena",182.88,182.88,"Southpaw",34,180.34,182.88,"Orthodox",30,"Bryan Barberena","Darian Weeks"
0,0,0.448275862068966,0.566037735849057,0.448275862068966,0.736263736263736,1,0,0,2.76666666666667,0.25,0.549019607843137,0.833333333333333,1,0.428571428571429,0.409090909090909,"KO/TKO","Middleweight Bout","Dusko Todorovic",177.8,190.5,"Orthodox",33,185.42,187.96,"Orthodox",29,"Maki Pitolo","Dusko Todorovic"
0,1,0.5,0.4,0.5,0.4,0,0,0,0.0166666666666667,0.285714285714286,0.25,0.666666666666667,1,0.454545454545455,0.142857142857143,"KO/TKO","Light Heavyweight Bout","Jamahal Hill",187.96,187.96,"Orthodox",28,193.04,200.66,"Southpaw",32,"Jimmy Crute","Jamahal Hill"
0,1,0.36,0.683333333333333,0.574712643678161,0.706521739130435,1,0,2.15,1.01666666666667,0.205128205128205,0.564102564102564,1,0.894736842105263,0.184210526315789,0.619047619047619,"Submission","Lightweight Bout","Clay Guida",170.18,177.8,"Orthodox",42,182.88,190.5,"Orthodox",44,"Clay Guida","Leonardo Santos"
0,1,0.571428571428571,0.495495495495495,0.666666666666667,0.589928057553957,0,0,6.41666666666667,0.716666666666667,0.507462686567164,0.390243902439024,1,0.736842105263158,0.571428571428571,0.408602150537634,"Decision - Unanimous","Light Heavyweight Bout","William Knight",182.88,193.04,"Orthodox",36,177.8,185.42,"Orthodox",36,"Alonzo Menifield","William Knight"
0,1,0.71875,0.551020408163265,0.71875,0.54,0,0,0,0,0.357142857142857,0.470588235294118,1,0.666666666666667,0.678571428571429,0.473684210526316,"KO/TKO","Bantamweight Bout","Vince Morales",175.26,172.72,"Orthodox",32,175.26,177.8,"Orthodox",33,"Louis Smolka","Vince Morales"
0,0,0.632352941176471,0.690909090909091,0.699029126213592,0.780487804878049,1,0,6.33333333333333,2.81666666666667,0.645833333333333,0.535714285714286,0.611111111111111,0.8,0.59375,0.666666666666667,"Submission","Lightweight Bout","Claudio Puelles",177.8,182.88,"Southpaw",27,172.72,172.72,"Orthodox",37,"Claudio Puelles","Chris Gruetzemacher"
0,1,0.5625,0.524390243902439,0.697247706422018,0.668831168831169,1,0,10.6,1.08333333333333,0.28,0.493150684931507,1,0.333333333333333,0.553191489361702,0.512820512820513,"Decision - Unanimous","Bantamweight Bout","Rani Yahya",167.64,170.18,"Orthodox",39,175.26,185.42,"Orthodox",36,"Rani Yahya","Kyung Ho Kang"
0,0,0.666666666666667,0.485714285714286,0.840909090909091,0.654545454545455,3,0,10.9166666666667,1.26666666666667,0.529411764705882,0.238095238095238,1,0.818181818181818,0.6,0.379310344827586,"Decision - Unanimous","Featherweight Bout","Pat Sabatini",172.72,177.8,"Orthodox",33,172.72,182.88,"Orthodox",29,"Pat Sabatini","Tucker Lutz"
0,0,0.508771929824561,0.428571428571429,0.663551401869159,0.6375,0,0,0.883333333333333,7.75,0.431818181818182,0.258064516129032,0.769230769230769,1,0.428571428571429,0.428571428571429,"Decision - Unanimous","Welterweight Bout","Sean Brady",185.42,190.5,"Southpaw",36,177.8,182.88,"Orthodox",31,"Michael Chiesa","Sean Brady"
0,0,0.384615384615385,0.37007874015748,0.47008547008547,0.411764705882353,0,0,5.61666666666667,0.8,0.283783783783784,0.223404255319149,0.769230769230769,0.730769230769231,0.373493975903614,0.371900826446281,"Decision - Unanimous","Lightweight Bout","Rafa Garcia",170.18,177.8,"Orthodox",29,175.26,180.34,"Southpaw",32,"Rafa Garcia","Natan Levy"
0,0,0.358974358974359,0.392156862745098,0.357664233576642,0.392156862745098,0,0,0.166666666666667,0,0.21978021978022,0.311320754716981,0.588235294117647,0.636363636363636,0.360294117647059,0.392156862745098,"Decision - Split","Bantamweight Bout","Adrian Yanez",172.72,175.26,"Orthodox",38,170.18,177.8,"Orthodox",30,"Davey Grant","Adrian Yanez"
0,0,0.451127819548872,0.457746478873239,0.506329113924051,0.484472049689441,0,0,5.65,1.28333333333333,0.354545454545455,0.379310344827586,0.875,0.777777777777778,0.422764227642276,0.451127819548872,"Decision - Unanimous","Flyweight Bout","Cody Durden",170.18,170.18,"Southpaw",33,170.18,175.26,"Orthodox",30,"Cody Durden","Aoriqileng"
0,0,0.346938775510204,0.625,0.58421052631579,0.644736842105263,0,0,7.41666666666667,1.75,0.289473684210526,0.470588235294118,0.4,0.818181818181818,0.319148936170213,0.612244897959184,"Decision - Unanimous","Featherweight Bout","Shayilan Nuerdanbieke",172.72,175.26,"Orthodox",29,175.26,177.8,"Orthodox",34,"Shayilan Nuerdanbieke","Sean Soriano"
0,0,0.25,0.583333333333333,0.25,0.583333333333333,0,0,0,0,0.25,0.55,0,0,0.25,0.583333333333333,"KO/TKO","Heavyweight Bout","Marcos Rogerio de Lima",193.04,198.12,"Orthodox",42,185.42,190.5,"Orthodox",38,"Ben Rothwell","Marcos Rogerio de Lima"
0,1,0.553571428571429,0.374045801526718,0.56140350877193,0.413793103448276,5,0,0,0.8,0.371428571428571,0.24468085106383,0.25,0.857142857142857,0.553571428571429,0.31858407079646,"KO/TKO","Welterweight Bout","Khaos Williams",187.96,187.96,"Orthodox",31,182.88,195.58,"Orthodox",30,"Miguel Baeza","Khaos Williams"
1,0,0.510204081632653,0.2,0.551401869158878,0.2,0,0,0.366666666666667,0.216666666666667,0.377049180327869,0.153846153846154,0.653846153846154,0.2,0.505263157894737,0.2,"KO/TKO","Featherweight Bout","Sean Woodson",187.96,198.12,"Orthodox",31,175.26,180.34,"Orthodox",31,"Sean Woodson","Collin Anglin"
1,0,0.375,0.166666666666667,0.375,0.166666666666667,0,0,0,0,0.25,0.101449275362319,0.666666666666667,0.571428571428571,0.350649350649351,0.166666666666667,"KO/TKO","Bantamweight Bout","Song Yadong",172.72,170.18,"Orthodox",26,170.18,177.8,"Southpaw",34,"Song Yadong","Julio Arce"
0,0,0.569306930693069,0.451704545454545,0.578341013824885,0.485639686684073,1,0,6.81666666666667,1.33333333333333,0.464028776978417,0.315789473684211,0.795180722891566,0.585365853658537,0.538904899135447,0.443148688046647,"Decision - Unanimous","Featherweight Bout","Max Holloway",180.34,175.26,"Orthodox",32,180.34,180.34,"Orthodox",31,"Max Holloway","Yair Rodriguez"
0,0,0.458333333333333,0.602739726027397,0.458333333333333,0.602739726027397,0,0,0,0.0333333333333333,0.277777777777778,0.5,1,0.857142857142857,0.458333333333333,0.590163934426229,"KO/TKO","Lightweight Bout","Joel Alvarez",175.26,177.8,"Orthodox",29,190.5,195.58,"Orthodox",31,"Thiago Moises","Joel Alvarez"
0,0,0.230769230769231,0.545454545454545,0.230769230769231,0.545454545454545,0,1,0.05,0,0,0.375,0.333333333333333,1,0.230769230769231,0.545454545454545,"Submission","Lightweight Bout","Rafael Alves",177.8,185.42,"Orthodox",31,172.72,172.72,"Orthodox",33,"Marc Diakiese","Rafael Alves"
0,1,0.333333333333333,0.326530612244898,0.333333333333333,0.326530612244898,0,0,0,0,0.333333333333333,0.319148936170213,0,0.5,0.333333333333333,0.285714285714286,"KO/TKO","Light Heavyweight Bout","Da Woon Jung",195.58,210.82,"Southpaw",31,193.04,198.12,"Orthodox",30,"Kennedy Nzechukwu","Da Woon Jung"
1,0,0.611111111111111,0.272727272727273,0.757575757575758,0.578947368421053,0,0,0.0666666666666667,3.98333333333333,0.4,0.5,0.833333333333333,0,0.444444444444444,0,"KO/TKO","Middleweight Bout","Alex Pereira",193.04,200.66,"Orthodox",36,182.88,193.04,"Orthodox",35,"Alex Pereira","Andreas Michailidis"
1,0,0.633879781420765,0.420408163265306,0.648780487804878,0.422764227642276,0,0,1.61666666666667,0.05,0.58041958041958,0.321608040201005,0.583333333333333,0.8,0.621951219512195,0.410788381742739,"Decision - Unanimous","Lightweight Bout","Justin Gaethje",180.34,177.8,"Orthodox",35,172.72,180.34,"Orthodox",37,"Justin Gaethje","Michael Chandler"
0,1,0.606451612903226,0.536585365853659,0.683168316831683,0.588235294117647,0,1,4.41666666666667,0.0166666666666667,0.52212389380531,0.461538461538462,0.78125,0.846153846153846,0.552,0.535714285714286,"KO/TKO","Bantamweight Bout","Marlon Vera",167.64,172.72,"Orthodox",42,172.72,177.8,"Switch",31,"Frankie Edgar","Marlon Vera"
2,0,0.419795221843003,0.380782918149466,0.470238095238095,0.399328859060403,0,0,1.26666666666667,1.9,0.33195020746888,0.326446280991736,0.82,0.696969696969697,0.39051094890511,0.368613138686131,"Decision - Unanimous","Welterweight Bout","Kamaru Usman",182.88,193.04,"Switch",36,180.34,182.88,"Orthodox",36,"Kamaru Usman","Colby Covington"
0,0,0.670138888888889,0.469914040114613,0.70516717325228,0.511749347258486,0,0,2.43333333333333,2.15,0.607305936073059,0.428571428571429,0.864864864864865,0.717948717948718,0.642857142857143,0.450310559006211,"Decision - Unanimous","Featherweight Bout","Shane Burgos",180.34,190.5,"Orthodox",33,177.8,177.8,"Orthodox",35,"Shane Burgos","Billy Quarantillo"
0,1,0.333333333333333,0.7,0.333333333333333,0.707317073170732,0,0,0,0.25,0.238095238095238,0.657142857142857,0.5,1,0.333333333333333,0.615384615384615,"KO/TKO","Lightweight Bout","Bobby Green",177.8,177.8,"Orthodox",36,177.8,180.34,"Orthodox",37,"Al Iaquinta","Bobby Green"
0,1,0.533333333333333,0.583333333333333,0.538461538461538,0.594594594594595,0,0,0,0.05,0.380952380952381,0.555555555555556,0.833333333333333,0.625,0.541176470588235,0.545454545454545,"KO/TKO","Middleweight Bout","Chris Curtis",182.88,195.58,"Orthodox",35,177.8,190.5,"Orthodox",36,"Phil Hawes","Chris Curtis"
0,0,0.628571428571429,0.666666666666667,0.674418604651163,0.735632183908046,0,4,2.56666666666667,3.93333333333333,0.526315789473684,0.62962962962963,0.5,0.8,0.612903225806452,0.484848484848485,"KO/TKO","Middleweight Bout","Nassourdine Imavov",187.96,190.5,"Orthodox",26,190.5,190.5,"Orthodox",29,"Edmen Shahbazyan","Nassourdine Imavov"
0,0,0.476635514018692,0.407407407407407,0.476635514018692,0.410526315789474,0,0,0,0,0.407407407407407,0.288590604026846,0.75,0.785714285714286,0.476489028213166,0.41304347826087,"Decision - Unanimous","Light Heavyweight Bout","Dustin Jacoby",190.5,193.04,"Orthodox",36,185.42,190.5,"Orthodox",31,"Dustin Jacoby","John Allan"
0,0,0.563636363636364,0.407216494845361,0.619289340101523,0.427884615384615,0,0,2.68333333333333,0.433333333333333,0.353535353535354,0.363095238095238,0.864406779661017,0.652173913043478,0.527131782945736,0.403141361256544,"Decision - Unanimous","Flyweight Bout","Ode Osbourne",167.64,172.72,"Orthodox",32,170.18,185.42,"Southpaw",32,"CJ Vergara","Ode Osbourne"
0,1,0.588235294117647,0.542857142857143,0.588235294117647,0.578947368421053,0,0,0.133333333333333,0.2,0.25,0.317073170731707,0.91304347826087,0.8,0.571428571428571,0.538461538461538,"KO/TKO","Heavyweight Bout","Chris Barnett",190.5,193.04,"Orthodox",38,175.26,190.5,"Orthodox",37,"Gian Villante","Chris Barnett"
0,0,0.604838709677419,0.446601941747573,0.611111111111111,0.451923076923077,0,0,0.166666666666667,0.75,0.412698412698413,0.385714285714286,0.78125,0.541666666666667,0.581196581196581,0.427083333333333,"Decision - Unanimous","Featherweight Bout","Melsik Baghdasaryan",175.26,177.8,"Southpaw",32,177.8,177.8,"Orthodox",28,"Melsik Baghdasaryan","Bruno Souza"
1,0,0.642857142857143,0.44,0.6875,0.444444444444444,0,0,0.616666666666667,0.783333333333333,0.523809523809524,0.363636363636364,1,1,0.636363636363636,0.416666666666667,"KO/TKO","Welterweight Bout","Ian Garry",190.5,187.96,"Orthodox",26,185.42,190.5,"Southpaw",33,"Ian Garry","Jordan Williams"
0,0,0.666666666666667,0.307692307692308,0.928571428571429,0.678571428571429,2,0,1.8,0,0.666666666666667,0.1,0,0,0.666666666666667,0.307692307692308,"Submission","Lightweight Bout","Islam Makhachev",177.8,177.8,"Southpaw",32,182.88,190.5,"Switch",34,"Islam Makhachev","Dan Hooker"
0,0,0.303571428571429,0.425414364640884,0.312775330396476,0.421621621621622,0,0,0,0.916666666666667,0.262032085561497,0.419540229885057,0.526315789473684,0.4,0.300448430493274,0.425414364640884,"Decision - Unanimous","Featherweight Bout","Zubaira Tukhugov",175.26,182.88,"Orthodox",28,172.72,172.72,"Orthodox",33,"Ricardo Ramos","Zubaira Tukhugov"
0,0,0.622222222222222,0.58974358974359,0.726027397260274,0.763440860215054,0,2,0.25,5.28333333333333,0.540540540540541,0.515151515151515,1,1,0.604651162790698,0.44,"Submission","Light Heavyweight Bout","Glover Teixeira",187.96,198.12,"Orthodox",41,187.96,193.04,"Orthodox",44,"Jan Blachowicz","Glover Teixeira"
1,0,0.551851851851852,0.379775280898876,0.564285714285714,0.383073496659243,1,0,1.15,0.333333333333333,0.460829493087558,0.303341902313625,0.931034482758621,0.875,0.535714285714286,0.379232505643341,"Decision - Unanimous","Bantamweight Bout","Petr Yan",170.18,170.18,"Switch",31,180.34,177.8,"Switch",31,"Petr Yan","Cory Sandhagen"
0,1,0.507142857142857,0.451612903225806,0.573584905660377,0.486486486486487,1,0,5.55,0.416666666666667,0.457627118644068,0.394736842105263,0.75,0.583333333333333,0.445652173913043,0.432098765432099,"Decision - Unanimous","Middleweight Bout","Albert Duraev",180.34,190.5,"Orthodox",35,182.88,190.5,"Southpaw",32,"Albert Duraev","Roman Kopylov"
0,0,0,1,0,0.935483870967742,0,3,0,3.01666666666667,0,1,0,0,0,1,"Submission","Welterweight Bout","Khamzat Chimaev",182.88,180.34,"Orthodox",36,187.96,190.5,"Orthodox",29,"Li Jingliang","Khamzat Chimaev"
0,0,0.539568345323741,0.41726618705036,0.581699346405229,0.464968152866242,0,0,2,2.01666666666667,0.452991452991453,0.333333333333333,1,0.882352941176471,0.473684210526316,0.388429752066116,"Decision - Unanimous","Heavyweight Bout","Alexander Volkov",200.66,203.2,"Orthodox",35,190.5,198.12,"Orthodox",38,"Alexander Volkov","Marcin Tybura"
1,0,0.611111111111111,0.470588235294118,0.644067796610169,0.5,0,0,1.75,0,0.524390243902439,0.343283582089552,0.869565217391304,0.25,0.59,0.445652173913043,"Decision - Unanimous","Light Heavyweight Bout","Magomed Ankalaev",190.5,190.5,"Orthodox",31,187.96,190.5,"Orthodox",34,"Magomed Ankalaev","Volkan Oezdemir"
0,0,0.575289575289575,0.452702702702703,0.598566308243728,0.493827160493827,0,0,2,1.91666666666667,0.48,0.350877192982456,0.880952380952381,0.740740740740741,0.541062801932367,0.457142857142857,"Decision - Unanimous","Welterweight Bout","Elizeu Zaleski dos Santos",180.34,185.42,"Orthodox",37,180.34,185.42,"Southpaw",28,"Elizeu Zaleski dos Santos","Benoit Saint Denis"
0,1,0.522388059701492,0.581818181818182,0.522388059701492,0.581818181818182,0,0,0,0.05,0.355555555555556,0.5625,0.8125,0.714285714285714,0.523076923076923,0.604166666666667,"KO/TKO","Light Heavyweight Bout","Michal Oleksiejczuk",187.96,193.04,"Orthodox",33,182.88,187.96,"Southpaw",29,"Shamil Gamzatov","Michal Oleksiejczuk"
0,1,0.666666666666667,0.8,0.75,0.875,0,0,4.08333333333333,0.15,0.6,0.8,1,0,0.5,0.5,"KO/TKO","Featherweight Bout","Lerone Murphy",177.8,182.88,"Southpaw",35,175.26,185.42,"Orthodox",32,"Makwan Amirkhani","Lerone Murphy"
0,0,0.384615384615385,0.705882352941177,0.402985074626866,0.711711711711712,0,6,0.216666666666667,9.65,0.298245614035088,0.681818181818182,1,0.833333333333333,0.375,0.626865671641791,"Submission","Middleweight Bout","Andre Petroski",190.5,182.88,"Orthodox",29,182.88,185.42,"Switch",32,"Hu Yaozong","Andre Petroski"
0,0,0.45,0.675675675675676,0.71264367816092,0.86046511627907,1,2,12.0666666666667,0.266666666666667,0.432432432432432,0.541666666666667,1,0.666666666666667,0.307692307692308,0.56,"Decision - Split","Flyweight Bout","Tagir Ulanbekov",170.18,177.8,"Southpaw",32,172.72,175.26,"Orthodox",32,"Tagir Ulanbekov","Allan Nascimento"
0,1,0.71875,0.336734693877551,0.75,0.365384615384615,1,0,0.816666666666667,0.25,0.666666666666667,0.230769230769231,0.764705882352941,0.6875,0.685185185185185,0.305882352941176,"Submission","Featherweight Bout","Alex Caceres",177.8,185.42,"Southpaw",35,182.88,187.96,"Orthodox",31,"Alex Caceres","SeungWoo Choi"
0,0,0.626923076923077,0.549132947976879,0.639405204460966,0.57372654155496,0,0,0.783333333333333,3.45,0.471264367816092,0.501628664495114,0.930555555555556,0.916666666666667,0.618473895582329,0.531645569620253,"Decision - Unanimous","Light Heavyweight Bout","Marvin Vettori",185.42,182.88,"Orthodox",32,182.88,187.96,"Southpaw",30,"Paulo Costa","Marvin Vettori"
0,0,0.513761467889908,0.755555555555556,0.526785714285714,0.76530612244898,0,0,0.483333333333333,3.33333333333333,0.485436893203884,0.726027397260274,0,0.9375,0.509433962264151,0.74025974025974,"KO/TKO","Middleweight Bout","Gregory Rodrigues",177.8,185.42,"Orthodox",33,190.5,190.5,"Orthodox",32,"JunYong Park","Gregory Rodrigues"
0,0,0.554140127388535,0.588235294117647,0.607329842931937,0.650537634408602,0,0,9.01666666666667,0.183333333333333,0.488721804511278,0.563380281690141,0.909090909090909,0.888888888888889,0.530769230769231,0.546875,"Decision - Unanimous","Lightweight Bout","Mason Jones",177.8,187.96,"Orthodox",28,180.34,187.96,"Orthodox",29,"Mason Jones","David Onama"
0,0,0.514285714285714,0.233082706766917,0.603960396039604,0.282758620689655,0,0,4.75,0.183333333333333,0.4,0.175438596491228,0.785714285714286,0.5,0.456140350877193,0.21875,"Decision - Split","Welterweight Bout","Francisco Trinaldo",175.26,177.8,"Southpaw",45,185.42,193.04,"Switch",39,"Francisco Trinaldo","Dwight Grant"
0,0,0.523809523809524,0.333333333333333,0.523809523809524,0.333333333333333,0,0,0.333333333333333,0,0.444444444444444,0.263157894736842,0,1,0.5,0.35,"KO/TKO","Light Heavyweight Bout","Nicolae Negumereanu",182.88,198.12,"Orthodox",29,185.42,185.42,"Orthodox",40,"Nicolae Negumereanu","Ike Villanueva"
0,1,0.523809523809524,0.521739130434783,0.523809523809524,0.531914893617021,0,0,0,0.0833333333333333,0.384615384615385,0.525,1,1,0.523809523809524,0.487179487179487,"KO/TKO","Lightweight Bout","Jai Herbert",180.34,187.96,"Orthodox",37,185.42,195.58,"Orthodox",35,"Khama Worthy","Jai Herbert"
0,0,0.489583333333333,0.403225806451613,0.537037037037037,0.5375,0,0,2.61666666666667,5.43333333333333,0.359375,0.291666666666667,0.766666666666667,0.727272727272727,0.361111111111111,0.351851851851852,"Decision - Unanimous","Middleweight Bout","Jamie Pickett",187.96,203.2,"Orthodox",35,185.42,180.34,"Orthodox",31,"Jamie Pickett","Laureano Staropoli"
1,0,0.758064516129032,0.8,0.809160305343511,0.837837837837838,0,0,3.43333333333333,0.916666666666667,0.722222222222222,0.636363636363636,1,0.875,0.692307692307692,0.875,"KO/TKO","Flyweight Bout","Jeff Molina",167.64,175.26,"Orthodox",26,167.64,177.8,"Switch",27,"Jeff Molina","Daniel Lacerda"
0,0,0.48936170212766,0.39375,0.492146596858639,0.404907975460123,0,0,0,1.5,0.422077922077922,0.217391304347826,0.736842105263158,0.772727272727273,0.48936170212766,0.392156862745098,"Decision - Unanimous","Bantamweight Bout","Jonathan Martinez",172.72,177.8,"Southpaw",29,167.64,175.26,"Orthodox",32,"Jonathan Martinez","Zviad Lazishvili"
0,0,0.482558139534884,0.424418604651163,0.485549132947977,0.424418604651163,0,0,0,1.36666666666667,0.368421052631579,0.36551724137931,0.733333333333333,0.714285714285714,0.476470588235294,0.364864864864865,"Decision - Unanimous","Heavyweight Bout","Andrei Arlovski",190.5,195.58,"Orthodox",45,182.88,190.5,"Orthodox",29,"Andrei Arlovski","Carlos Felipe"
0,0,0.361702127659574,0.506329113924051,0.411764705882353,0.598214285714286,0,1,2.63333333333333,2.95,0.23943661971831,0.470588235294118,0.761904761904762,0.727272727272727,0.21875,0.430769230769231,"Decision - Split","Welterweight Bout","Danny Roberts",185.42,187.96,"Southpaw",36,177.8,193.04,"Southpaw",36,"Danny Roberts","Ramazan Emeev"
1,0,0.666666666666667,0.378378378378378,0.716666666666667,0.488888888888889,0,0,1.91666666666667,1.03333333333333,0.609756097560976,0.333333333333333,1,0.6,0.6,0.333333333333333,"KO/TKO","Lightweight Bout","Jim Miller",172.72,180.34,"Southpaw",40,180.34,190.5,"Orthodox",32,"Jim Miller","Erick Gonzalez"
0,0,0.546153846153846,0.494117647058824,0.631901840490798,0.505747126436782,2,0,3.76666666666667,0.533333333333333,0.482352941176471,0.363636363636364,0.6,0.72,0.483870967741935,0.4875,"Submission","Featherweight Bout","Nate Landwehr",175.26,182.88,"Orthodox",35,170.18,182.88,"Southpaw",29,"Nate Landwehr","Ludovit Klein"
1,0,0.431372549019608,0.259259259259259,0.431372549019608,0.259259259259259,0,0,0.0833333333333333,0,0.444444444444444,0.181818181818182,0.333333333333333,0.333333333333333,0.465116279069767,0.259259259259259,"KO/TKO","Bantamweight Bout","Batgerel Danaa",170.18,177.8,"Orthodox",34,177.8,182.88,"Orthodox",33,"Batgerel Danaa","Brandon Davis"
0,0,0.325581395348837,0.587155963302752,0.411764705882353,0.727272727272727,0,0,2.46666666666667,2.13333333333333,0.24375,0.444444444444444,0.392857142857143,0.815789473684211,0.29951690821256,0.598130841121495,"Decision - Unanimous","Flyweight Bout","Matheus Nicolau",170.18,167.64,"Southpaw",37,167.64,167.64,"Orthodox",31,"Tim Elliott","Matheus Nicolau"
0,0,0.666666666666667,0.27891156462585,0.696969696969697,0.393258426966292,0,0,1.5,3.98333333333333,0.564356435643564,0.207207207207207,0.933333333333333,0.483870967741935,0.673913043478261,0.27891156462585,"Decision - Split","Bantamweight Bout","Chris Gutierrez",175.26,170.18,"Orthodox",32,172.72,175.26,"Orthodox",30,"Chris Gutierrez","Felipe Colares"
